Sr No,Team,Player,POS,Country,Annual Salary,Weekly Wage,Age,Total Days Injured,Total Injury Count,Days Injured per Season,Days Missed per Injury,Injury Risk Score,Cluster Label,percent_change,FitWage,InjuredWage,Recommendation,Injury Risk Percentile_POS,Injury Risk Percentile_Team,Salary Percentile_POS,Salary Percentile_Team
134,Brentford FC,Bryan Mbeumo, M , FRA ,2340000,45000,24,102,2,14.57,51,18.82583333,MediumRisk-LowWage,9.58,47155,40689,"Value Rotation: Good balance, valuable backups.",37.5,51.85,39.34,92.59
135,Brentford FC,Kristoffer Ajer, D , NOR ,2080000,40000,26,233,12,25.89,19.42,14.11211538,LowRisk-LowWage,8.43,41686,36628,"Reliable Depth: Solid contributors, good value.",56.64,62.96,37.06,88.89
136,Brentford FC,Rico Henry, D , GBR ,1820000,35000,26,896,3,99.56,298.67,102.2036538,VeryHighRisk-LowWage,29.87,40227,24546,"High-Risk Gamble: Potential upside, but cautious approach needed.",0,0,31.12,81.48
137,Brentford FC,Keane Lewis-Potter, F , GBR ,1820000,35000,23,113,3,18.83,37.67,16.47717391,LowRisk-LowWage,9.01,36576,31847,"Reliable Depth: Solid contributors, good value.",45.56,55.56,36.67,81.48
138,Brentford FC,Christian Norgaard, M , DNK ,1820000,35000,30,450,9,34.62,50,24.275,MediumRisk-LowWage,10.91,36909,31182,"Value Rotation: Good balance, valuable backups.",21.32,37.04,31.25,81.48
139,Brentford FC,Nathan Collins, D , IRL ,1560000,30000,23,93,4,15.5,23.25,12.05706522,LowRisk-LowWage,7.93,31189,27621,"Reliable Depth: Solid contributors, good value.",67.13,70.37,25.17,62.96
140,Brentford FC,Mikkel Damsgaard, F , DNK ,1560000,30000,23,288,4,48,72,32.36956522,MediumRisk-LowWage,12.88,31932,26136,"Value Rotation: Good balance, valuable backups.",6.67,18.52,33.33,62.96
141,Brentford FC,Josh Dasilva, M , GBR ,1560000,30000,25,594,3,74.25,198,70.6105,VeryHighRisk-LowWage,22.18,33327,23346,"High-Risk Gamble: Potential upside, but cautious approach needed.",0.74,3.7,25.74,62.96
142,Brentford FC,Mark Flekken, GK , NLD ,1560000,30000,31,514,9,36.71,57.11,26.67112903,MediumRisk-LowWage,11.49,31723,26553,"Value Rotation: Good balance, valuable backups.",14.58,29.63,44.79,62.96
143,Brentford FC,Aaron Hickey, D , GBR ,1560000,30000,22,244,8,48.8,30.5,22.17045455,MediumRisk-LowWage,10.39,31558,26883,"Value Rotation: Good balance, valuable backups.",24.48,40.74,25.17,62.96
144,Brentford FC,Vitaly Janelt, M , DEU ,1560000,30000,26,255,4,28.33,63.75,25.68153846,MediumRisk-LowWage,11.25,31687,26625,"Value Rotation: Good balance, valuable backups.",17.65,33.33,25.74,62.96
145,Brentford FC,Ethan Pinnock, D , JAM ,1560000,30000,31,63,1,4.5,63,19.98790323,MediumRisk-LowWage,9.86,31479,27042,"Value Rotation: Good balance, valuable backups.",32.17,44.44,25.17,62.96
146,Brentford FC,Thomas Strakosha, GK , ALB ,1300000,25000,29,256,10,21.33,25.6,14.77043103,LowRisk-LowWage,8.59,26073,22853,"Reliable Depth: Solid contributors, good value.",39.58,59.26,38.54,44.44
147,Brentford FC,Mads Roerslev, D , DNK ,1040000,20000,24,91,1,13,91,28.41666667,MediumRisk-LowWage,11.91,21191,17618,"Value Rotation: Good balance, valuable backups.",11.89,25.93,16.08,35.19
148,Brentford FC,Ivan Toney, F , GBR ,1040000,20000,28,60,1,5.45,60,19.17678571,MediumRisk-LowWage,9.67,20967,18066,"Value Rotation: Good balance, valuable backups.",31.11,48.15,22.22,35.19
149,Brentford FC,Shandon Baptiste, M , GRD ,780000,15000,26,581,5,64.56,116.2,47.86692308,HighRisk-LowWage,16.65,16248,12503,"Depth Option: Consider for backup option, injury risk a major factor.",4.41,14.81,15.07,29.63
150,Brentford FC,Kevin Schade, F , DEU ,520000,10000,22,462,4,92.4,115.5,54.24772727,HighRisk-LowWage,18.2,10910,8180,"Depth Option: Consider for backup option, injury risk a major factor.",3.33,11.11,13.89,22.22
151,Brentford FC,Yegor Yarmolyuk, M , UKR ,260000,5000,20,50,2,16.67,25,12.4575,LowRisk-LowWage,8.03,5200,4599,"Reliable Depth: Solid contributors, good value.",59.56,66.67,4.41,7.41
152,Brentford FC,Ryan Trevitt, M , GBR ,130000,2500,21,190,1,47.5,190,61.49404762,HighRisk-LowWage,19.96,2749,2001,"Depth Option: Consider for backup option, injury risk a major factor.",2.21,7.41,1.47,3.7
153,Brighton & Hove Albion,Lewis Dunk, D , GBR ,4160000,80000,32,78,3,5.2,26,11.0375,LowRisk-LowWage,7.69,83076,73848,"Reliable Depth: Solid contributors, good value.",75.52,65.38,74.48,98.08
154,Brighton & Hove Albion,Kaoru Mitoma, F , JPN ,4160000,80000,27,85,3,8.5,28.33,11.95194444,LowRisk-LowWage,7.91,83164,73672,"Reliable Depth: Solid contributors, good value.",52.22,57.69,66.11,98.08
155,Brighton & Hove Albion,Pascal Gross, M , DEU ,3380000,65000,33,149,5,9.31,29.8,13.13810606,LowRisk-LowWage,8.2,67665,59670,"Reliable Depth: Solid contributors, good value.",58.09,50,57.35,92.31
156,Brighton & Hove Albion,James Milner, M , GBR ,3120000,60000,38,254,14,12.1,18.14,11.50736842,LowRisk-LowWage,7.8,62340,55320,"Reliable Depth: Solid contributors, good value.",61.03,61.54,54.41,86.54
157,Brighton & Hove Albion,Danny Welbeck, F , GBR ,3120000,60000,33,1113,15,69.56,74.2,39.42181818,HighRisk-LowWage,14.59,64377,51246,"Depth Option: Consider for backup option, injury risk a major factor.",5.56,3.85,57.78,86.54
158,Brighton & Hove Albion,Joao Pedro, F , BRA ,2860000,55000,22,148,4,29.6,37,18.92272727,MediumRisk-LowWage,9.6,57640,49720,"Value Rotation: Good balance, valuable backups.",33.33,34.62,55,78.85
159,Brighton & Hove Albion,Adam Webster, D , GBR ,2860000,55000,29,330,15,27.5,22,15.48189655,LowRisk-LowWage,8.77,57411,50177,"Reliable Depth: Solid contributors, good value.",46.85,42.31,59.44,78.85
160,Brighton & Hove Albion,Pervis Estupinan, D , ESP ,2660000,51154,26,355,10,39.44,35.5,21.48884615,MediumRisk-LowWage,10.23,53770,45921,"Value Rotation: Good balance, valuable backups.",25.87,30.77,56.64,73.08
161,Brighton & Hove Albion,Solly March, M , GBR ,2600000,50000,29,264,10,22,26.4,15.13793103,LowRisk-LowWage,8.68,52170,45660,"Reliable Depth: Solid contributors, good value.",48.53,46.15,45.96,67.31
162,Brighton & Hove Albion,Joel Veltman, D , NLD ,2600000,50000,32,585,15,39,39,22.8875,MediumRisk-LowWage,10.57,52642,44715,"Value Rotation: Good balance, valuable backups.",23.78,26.92,51.05,67.31
163,Brighton & Hove Albion,Igor, D , BRA ,2340000,45000,26,107,4,11.89,26.75,12.32153846,LowRisk-LowWage,8,46800,41400,"Reliable Depth: Solid contributors, good value.",64.34,53.85,43.71,61.54
164,Brighton & Hove Albion,Tariq Lamptey, D , GBR ,1820000,35000,23,424,8,70.67,53,33.35663043,MediumRisk-LowWage,13.12,37296,30408,"Value Rotation: Good balance, valuable backups.",6.29,7.69,31.12,55.77
165,Brighton & Hove Albion,Evan Ferguson, F , IRL ,1560000,30000,19,128,3,64,42.67,28.63065789,MediumRisk-LowWage,11.97,31795,26409,"Value Rotation: Good balance, valuable backups.",12.22,11.54,33.33,48.08
166,Brighton & Hove Albion,Valentin Barco, D , ARG ,1300000,25000,19,15,2,7.5,7.5,5.692105263,LowRisk-LowWage,6.38,25797,23405,"Reliable Depth: Solid contributors, good value.",85.31,73.08,19.58,42.31
167,Brighton & Hove Albion,Abdallah Sima, F , SEN ,1070000,20577,23,274,6,45.67,45.67,25.23934783,MediumRisk-LowWage,11.14,21723,18285,"Value Rotation: Good balance, valuable backups.",16.67,19.23,24.44,38.46
168,Brighton & Hove Albion,Billy Gilmour, M , GBR ,1040000,20000,23,169,3,28.17,56.33,23.47717391,MediumRisk-LowWage,10.71,21071,17858,"Value Rotation: Good balance, valuable backups.",24.26,23.08,18.01,30.77
169,Brighton & Hove Albion,Jeremy Sarmiento, M , ECU ,1040000,20000,22,211,4,42.2,52.75,26.01022727,MediumRisk-LowWage,11.33,21133,17734,"Value Rotation: Good balance, valuable backups.",16.18,15.38,18.01,30.77
170,Brighton & Hove Albion,Jason Steele, GK , GBR ,1040000,20000,33,158,4,9.88,39.5,15.69348485,LowRisk-LowWage,8.82,20882,18236,"Reliable Depth: Solid contributors, good value.",35.42,38.46,33.33,30.77
171,Brighton & Hove Albion,Facundo Buonanotte, M , ARG ,780000,15000,19,10,1,5,10,5.671052632,LowRisk-LowWage,6.38,15478,14043,"Reliable Depth: Solid contributors, good value.",77.94,76.92,15.07,23.08
172,Brighton & Hove Albion,Simon Adingra, F , CIV ,650000,12500,22,28,2,5.6,14,7.136363636,LowRisk-LowWage,6.74,12921,11658,"Reliable Depth: Solid contributors, good value.",67.78,69.23,16.67,17.31
173,Brighton & Hove Albion,Julio Enciso, F , PRY ,520000,10000,20,326,3,108.67,108.67,56.395,HighRisk-LowWage,18.72,10936,8128,"Depth Option: Consider for backup option, injury risk a major factor.",1.11,0,13.89,7.69
174,Chelsea FC,Raheem Sterling, M , JAM ,16900000,325000,29,299,15,24.92,19.93,14.31939655,LowRisk-HighWage,8.48,325000,297440,Core Star: Build your team around them.,50.74,63.33,98.53,100
175,Chelsea FC,Reece James, D , GBR ,13000000,250000,24,481,15,68.71,32.07,27.845,LowRisk-HighWage,11.77,250000,220575,Core Star: Build your team around them.,13.29,23.33,99.65,96.67
176,Chelsea FC,Ben Chilwell, D , GBR ,10400000,200000,27,575,15,57.5,38.33,26.87972222,MediumRisk-HighWage,11.54,200000,176920,High Potential (Careful Management): Maximise value with strategic management,16.08,26.67,97.9,90
177,Chelsea FC,Wesley Fofana, D , FRA ,10400000,200000,23,817,9,136.17,90.78,59.19402174,MediumRisk-HighWage,19.4,200000,161201,High Potential (Careful Management): Maximise value with strategic management,2.8,0,97.9,90
178,Chelsea FC,Christopher Nkunku, F , FRA ,10140000,195000,26,436,12,48.44,36.33,23.97711538,MediumRisk-HighWage,10.83,195000,173882,High Potential (Careful Management): Maximise value with strategic management,18.89,36.67,92.78,83.33
179,Chelsea FC,Enzo Fernandez, M , ARG ,9360000,180000,23,51,3,8.5,17,8.727173913,MediumRisk-HighWage,7.12,180000,167184,High Potential (Careful Management): Maximise value with strategic management,68.38,66.67,91.18,80
180,Chelsea FC,Marc Cucurella, M , ESP ,9100000,175000,25,200,5,25,40,18.83,MediumRisk-HighWage,9.58,175000,158235,High Potential (Careful Management): Maximise value with strategic management,36.76,43.33,90.44,76.67
181,Chelsea FC,Moises Caicedo, M , ECU ,7800000,150000,22,34,4,6.8,8.5,6.097727273,MediumRisk-HighWage,6.48,150000,140280,High Potential (Careful Management): Maximise value with strategic management,76.47,70,85.66,73.33
182,Chelsea FC,Malang Sarr, D , FRA ,6240000,120000,25,161,4,20.12,40.25,17.6565,MediumRisk-HighWage,9.3,120000,108840,High Potential (Careful Management): Maximise value with strategic management,37.76,46.67,88.46,70
183,Chelsea FC,Carney Chukwuemeka, M , GBR ,5200000,100000,20,237,7,79,33.86,30.355,MediumRisk-LowWage,12.39,106195,87610,"Value Rotation: Good balance, valuable backups.",11.03,16.67,75.37,65
184,Chelsea FC,Mykhaylo Mudryk, F , UKR ,5200000,100000,23,26,5,4.33,5.2,4.769456522,LowRisk-LowWage,0,100000,100000,"Reliable Depth: Solid contributors, good value.",73.33,76.67,77.78,65
185,Chelsea FC,Benoit Badiashile, D , FRA ,4680000,90000,23,408,10,68,40.8,29.67391304,MediumRisk-LowWage,12.22,95499,79002,"Value Rotation: Good balance, valuable backups.",10.49,20,80.07,60
186,Chelsea FC,Axel Disasi, D , FRA ,4160000,80000,26,33,4,3.67,8.25,5.641538462,LowRisk-LowWage,6.37,82548,74904,"Reliable Depth: Solid contributors, good value.",86.01,73.33,74.48,56.67
187,Chelsea FC,Cole Palmer, M , GBR ,3900000,75000,22,115,3,23,38.33,17.58704545,LowRisk-LowWage,9.28,78480,68040,"Reliable Depth: Solid contributors, good value.",42.65,50,64.34,53.33
188,Chelsea FC,Nicolas Jackson, F , SEN ,3380000,65000,22,134,4,26.8,33.5,17.34772727,LowRisk-LowWage,9.22,67996,59007,"Reliable Depth: Solid contributors, good value.",37.78,53.33,60.56,50
189,Chelsea FC,Robert Sanchez, GK , ESP ,3120000,60000,26,154,4,17.11,38.5,16.56403846,LowRisk-LowWage,9.03,62709,54582,"Reliable Depth: Solid contributors, good value.",31.25,56.67,73.96,46.67
190,Chelsea FC,Trevoh Chalobah, D , GBR ,2600000,50000,24,269,5,38.43,53.8,25.54083333,MediumRisk-LowWage,11.21,52802,44395,"Value Rotation: Good balance, valuable backups.",17.48,30,51.05,40
191,Chelsea FC,Noni Madueke, F , NGA ,2600000,50000,22,297,10,59.4,29.7,24.65681818,MediumRisk-LowWage,11,52750,44500,"Value Rotation: Good balance, valuable backups.",17.78,33.33,49.44,40
192,Chelsea FC,Malo Gusto, D , FRA ,2340000,45000,21,134,9,33.5,14.89,14.36892857,LowRisk-LowWage,8.5,46912,41175,"Reliable Depth: Solid contributors, good value.",54.55,60,43.71,30
193,Chelsea FC,Romeo Lavia, M , BEL ,2340000,45000,20,337,5,112.33,67.4,47.0325,HighRisk-LowWage,16.44,48699,37602,"Depth Option: Consider for backup option, injury risk a major factor.",5.15,3.33,39.34,30
194,Chelsea FC,Lesley Ugochukwu, M , FRA ,2340000,45000,20,200,3,66.67,66.67,35.395,HighRisk-LowWage,13.61,48062,38876,"Depth Option: Consider for backup option, injury risk a major factor.",8.82,6.67,39.34,30
195,Chelsea FC,Armando Broja, F , GBR ,2080000,40000,22,351,8,70.2,43.88,30.86545455,MediumRisk-LowWage,12.51,42502,34996,"Value Rotation: Good balance, valuable backups.",8.89,13.33,40.56,23.33
196,Chelsea FC,Marcus Bettinelli, GK , GBR ,1820000,35000,32,515,6,34.33,85.83,33.315,MediumRisk-LowWage,13.11,37294,30412,"Value Rotation: Good balance, valuable backups.",6.25,10,51.04,20
197,Chelsea FC,Levi Colwill, D , GBR ,260000,5000,21,178,6,44.5,29.67,20.75678571,MediumRisk-LowWage,10.05,5251,4498,"Value Rotation: Good balance, valuable backups.",30.07,40,3.15,3.33
198,Crystal Palace FC,Eberechi Eze, M , GBR ,5200000,100000,25,197,4,24.62,49.25,21.0315,MediumRisk-LowWage,10.12,105059,89881,"Value Rotation: Good balance, valuable backups.",30.88,52.17,75.37,95.65
199,Crystal Palace FC,Dean Henderson, GK , GBR ,5200000,100000,27,306,4,30.6,76.5,29.53425926,MediumRisk-LowWage,12.19,106095,87810,"Value Rotation: Good balance, valuable backups.",12.5,8.7,88.54,95.65
200,Crystal Palace FC,Michael Olise, M , FRA ,5200000,100000,22,209,4,41.8,52.25,25.78522727,MediumRisk-LowWage,11.27,105635,88730,"Value Rotation: Good balance, valuable backups.",16.91,17.39,75.37,95.65
201,Crystal Palace FC,Odsonne Edouard, F , FRA ,4680000,90000,26,130,10,14.44,13,9.613846154,LowRisk-LowWage,7.34,93303,83394,"Reliable Depth: Solid contributors, good value.",60,73.91,72.78,86.96
202,Crystal Palace FC,Joachim Andersen, D , DNK ,4160000,80000,28,83,4,7.55,20.75,9.932142857,LowRisk-LowWage,7.42,82968,74064,"Reliable Depth: Solid contributors, good value.",76.22,69.57,74.48,82.61
203,Crystal Palace FC,Jefferson Lerma, M , COL ,3640000,70000,29,254,13,21.17,19.54,13.25681034,LowRisk-LowWage,8.23,72880,64239,"Reliable Depth: Solid contributors, good value.",56.62,65.22,59.93,78.26
204,Crystal Palace FC,Cheick Doucoure, M , MLI ,3120000,60000,24,222,4,31.71,55.5,24.26916667,MediumRisk-LowWage,10.9,63270,53460,"Value Rotation: Good balance, valuable backups.",22.06,30.43,54.41,71.74
205,Crystal Palace FC,Jeffrey Schlupp, D , DEU ,3120000,60000,31,445,9,31.79,49.44,23.52362903,MediumRisk-LowWage,10.72,63216,53568,"Value Rotation: Good balance, valuable backups.",22.38,34.78,63.29,71.74
206,Crystal Palace FC,Chris Richards, D , USA ,2860000,55000,24,332,8,47.43,41.5,24.76583333,MediumRisk-LowWage,11.03,58033,48934,"Value Rotation: Good balance, valuable backups.",18.88,21.74,59.44,65.22
207,Crystal Palace FC,Marc Guehi, D , CIV ,2600000,50000,23,98,2,16.33,49,18.66728261,MediumRisk-LowWage,9.54,52384,45231,"Value Rotation: Good balance, valuable backups.",33.57,56.52,51.05,56.52
208,Crystal Palace FC,Will Hughes, M , GBR ,2600000,50000,29,490,11,40.83,44.55,24.39672414,MediumRisk-LowWage,10.94,52735,44530,"Value Rotation: Good balance, valuable backups.",20.59,26.09,45.96,56.52
209,Crystal Palace FC,Jean-Philippe Mateta, F , FRA ,2600000,50000,26,132,2,14.67,66,22.79826923,MediumRisk-LowWage,10.55,52637,44725,"Value Rotation: Good balance, valuable backups.",22.22,39.13,49.44,56.52
210,Crystal Palace FC,Rob Holding, D , GBR ,2340000,45000,28,342,4,31.09,85.5,32.00464286,MediumRisk-LowWage,12.79,47877,39245,"Value Rotation: Good balance, valuable backups.",7.69,4.35,43.71,45.65
211,Crystal Palace FC,Daniel Munoz, D , COL ,2340000,45000,28,26,2,2.36,13,6.668571429,LowRisk-LowWage,6.62,46489,42021,"Reliable Depth: Solid contributors, good value.",83.22,78.26,43.71,45.65
212,Crystal Palace FC,Sam Johnstone, GK , GBR ,2080000,40000,31,223,4,15.93,55.75,21.0716129,MediumRisk-LowWage,10.13,42026,35948,"Value Rotation: Good balance, valuable backups.",20.83,47.83,59.38,34.78
213,Crystal Palace FC,Tyrick Mitchell, D , GBR ,2080000,40000,24,224,5,32,44.8,21.68333333,MediumRisk-LowWage,10.28,42056,35888,"Value Rotation: Good balance, valuable backups.",25.17,43.48,37.06,34.78
214,Crystal Palace FC,Jordan Ayew, F , FRA ,1820000,35000,32,20,2,1.33,10,6.0575,LowRisk-LowWage,6.47,36132,32736,"Reliable Depth: Solid contributors, good value.",70,82.61,36.67,21.74
215,Crystal Palace FC,Joel Ward, D , GBR ,1820000,35000,34,160,5,9.41,32,13.81132353,LowRisk-LowWage,8.36,36463,32074,"Reliable Depth: Solid contributors, good value.",57.34,60.87,31.12,21.74
216,Crystal Palace FC,Naouirou Ahamada, M , FRA ,1040000,20000,22,292,8,58.4,36.5,26.07045455,MediumRisk-LowWage,11.34,21134,17732,"Value Rotation: Good balance, valuable backups.",15.44,13.04,18.01,13.04
217,Crystal Palace FC,Jesurun Rak-Sakyi, M , GBR ,390000,7500,21,176,1,44,176,57.11904762,HighRisk-LowWage,18.9,8208,6083,"Depth Option: Consider for backup option, injury risk a major factor.",2.94,0,8.46,4.35
218,Everton FC,Abdoulaye Doucoure, M , FRA ,6760000,130000,31,431,6,30.79,71.83,28.83241935,MediumRisk-HighWage,12.01,130000,114387,High Potential (Careful Management): Maximise value with strategic management,11.76,0,81.99,100
219,Everton FC,Jordan Pickford, GK , GBR ,6500000,125000,30,116,4,8.92,29,12.53333333,MediumRisk-HighWage,8.05,125000,114938,High Potential (Careful Management): Maximise value with strategic management,45.83,47.37,100,94.74
220,Everton FC,Dominic Calvert-Lewin, F , GBR ,5200000,100000,27,590,14,59,42.14,28.19240741,MediumRisk-LowWage,11.86,105930,88140,"Value Rotation: Good balance, valuable backups.",13.33,5.26,77.78,84.21
221,Everton FC,Amadou Onana, M , SEN ,5200000,100000,22,55,4,11,13.75,8.460227273,LowRisk-LowWage,7.06,103530,92940,"Reliable Depth: Solid contributors, good value.",70.59,73.68,75.37,84.21
222,Everton FC,James Tarkowski, D , GBR ,5200000,100000,31,169,8,12.07,21.12,11.50072581,LowRisk-LowWage,7.8,103900,92200,"Reliable Depth: Solid contributors, good value.",72.73,52.63,84.62,84.21
223,Everton FC,Idrissa Gueye, M , SEN ,4160000,80000,34,141,12,8.29,11.75,8.551176471,LowRisk-LowWage,7.08,82832,74336,"Reliable Depth: Solid contributors, good value.",69.85,68.42,68.38,71.05
224,Everton FC,Michael Keane, D , GBR ,4160000,80000,31,47,4,3.36,11.75,6.929112903,LowRisk-LowWage,6.69,82676,74648,"Reliable Depth: Solid contributors, good value.",82.52,78.95,74.48,71.05
225,Everton FC,Ben Godfrey, D , GBR ,4000000,76923,26,146,6,16.22,24.33,12.82980769,LowRisk-LowWage,8.12,80046,70677,"Reliable Depth: Solid contributors, good value.",62.94,42.11,71.33,63.16
226,Everton FC,Mason Holgate, D , GBR ,3640000,70000,27,178,5,17.8,35.6,16.12407407,LowRisk-LowWage,8.92,73122,63756,"Reliable Depth: Solid contributors, good value.",43.36,26.32,67.13,57.89
227,Everton FC,Vitaliy Mykolenko, D , UKR ,3016000,58000,25,175,15,21.88,11.67,11.1275,LowRisk-LowWage,7.71,60235,53529,"Reliable Depth: Solid contributors, good value.",74.83,57.89,61.89,52.63
228,Everton FC,Neal Maupay, F , FRA ,2600000,50000,27,316,6,31.6,52.67,23.85638889,MediumRisk-LowWage,10.8,52700,44600,"Value Rotation: Good balance, valuable backups.",20,10.53,49.44,47.37
229,Everton FC,Ashley Young, D , GBR ,2080000,40000,38,555,13,26.43,42.69,21.21684211,MediumRisk-LowWage,10.16,42032,35936,"Value Rotation: Good balance, valuable backups.",27.27,15.79,37.06,42.11
230,Everton FC,James Garner, M , GBR ,1560000,30000,23,100,2,16.67,50,19.00228261,MediumRisk-LowWage,9.62,31443,27114,"Value Rotation: Good balance, valuable backups.",36.03,21.05,25.74,34.21
231,Everton FC,Nathan Patterson, D , GBR ,1456000,28000,22,121,6,24.2,20.17,13.40159091,LowRisk-LowWage,8.26,29156,25688,"Reliable Depth: Solid contributors, good value.",60.84,36.84,21.68,26.32
232,Everton FC,Dwight McNeil, F , GBR ,1300000,25000,24,75,5,10.71,15,8.910833333,LowRisk-LowWage,7.17,25896,23208,"Reliable Depth: Solid contributors, good value.",63.33,63.16,27.78,21.05
233,Everton FC,Jarrad Branthwaite, D , GBR ,780000,15000,21,123,6,30.75,20.5,15.02678571,LowRisk-LowWage,8.66,15649,13701,"Reliable Depth: Solid contributors, good value.",50.35,31.58,12.94,15.79
234,Fulham FC,Raul Jimenez, F , MEX ,5200000,100000,33,458,11,28.62,41.64,20.99833333,MediumRisk-LowWage,10.11,105055,89890,"Value Rotation: Good balance, valuable backups.",28.89,5.56,77.78,100
235,Fulham FC,Bernd Leno, GK , DEU ,4680000,90000,32,142,6,9.47,23.67,11.56,LowRisk-LowWage,7.81,93514,82971,"Reliable Depth: Solid contributors, good value.",50,55.56,85.42,94.44
236,Fulham FC,Alex Iwobi, F , NGA ,4160000,80000,28,128,7,11.64,18.29,10.3825,LowRisk-LowWage,7.53,83012,73976,"Reliable Depth: Solid contributors, good value.",57.78,72.22,66.11,86.11
237,Fulham FC,Joao Palhinha, M , PRT ,4160000,80000,28,57,4,5.18,14.25,7.714642857,LowRisk-LowWage,6.88,82752,74496,"Reliable Depth: Solid contributors, good value.",72.06,88.89,68.38,86.11
238,Fulham FC,Issa Diop, D , FRA ,3640000,70000,27,241,9,24.1,26.78,15.55333333,LowRisk-LowWage,8.78,73073,63854,"Reliable Depth: Solid contributors, good value.",45.45,38.89,67.13,77.78
239,Fulham FC,Timothy Castagne, D , BEL ,3380000,65000,28,235,6,21.36,39.17,18.01821429,LowRisk-LowWage,9.38,68048,58903,"Reliable Depth: Solid contributors, good value.",37.06,22.22,65.03,69.44
240,Fulham FC,Adama Traore, F , ESP ,3380000,65000,28,342,14,31.09,24.43,16.88,LowRisk-LowWage,9.11,67960,59079,"Reliable Depth: Solid contributors, good value.",42.22,27.78,60.56,69.44
241,Fulham FC,Sasa Lukic, M , SRB ,3276000,63000,27,136,10,13.6,13.6,9.648148148,LowRisk-LowWage,7.35,65315,58370,"Reliable Depth: Solid contributors, good value.",67.65,77.78,56.62,61.11
242,Fulham FC,Kenny Tete, D , NLD ,2650000,50962,28,383,15,34.82,25.53,18.10178571,LowRisk-LowWage,9.4,53357,46172,"Reliable Depth: Solid contributors, good value.",35.66,16.67,55.94,55.56
243,Fulham FC,Andreas Pereira, M , BEL ,2600000,50000,28,104,5,9.45,20.8,10.43392857,LowRisk-LowWage,7.54,51885,46230,"Reliable Depth: Solid contributors, good value.",63.97,66.67,45.96,47.22
244,Fulham FC,Antonee Robinson, D , USA ,2600000,50000,26,250,9,27.78,27.78,16.62846154,LowRisk-LowWage,9.05,52262,45475,"Reliable Depth: Solid contributors, good value.",41.96,33.33,51.05,47.22
245,Fulham FC,Calvin Bassey, D , NGA ,2340000,45000,24,12,2,1.71,6,4.360833333,LowRisk-LowWage,0,45000,45000,"Reliable Depth: Solid contributors, good value.",86.71,94.44,43.71,38.89
246,Fulham FC,Harry Wilson, M , GBR ,1820000,35000,27,165,8,16.5,20.62,12.09851852,LowRisk-LowWage,7.94,36389,32221,"Reliable Depth: Solid contributors, good value.",60.29,44.44,31.25,33.33
247,Fulham FC,Tom Cairney, M , GBR ,1560000,30000,33,485,15,30.31,32.33,19.14181818,MediumRisk-LowWage,9.66,31449,27102,"Value Rotation: Good balance, valuable backups.",35.29,11.11,25.74,22.22
248,Fulham FC,Tim Ream, D , USA ,1560000,30000,36,133,5,7,26.6,12.05555556,LowRisk-LowWage,7.93,31189,27621,"Reliable Depth: Solid contributors, good value.",67.83,50,25.17,22.22
249,Fulham FC,Harrison Reed, M , GBR ,1560000,30000,29,190,12,15.83,15.83,10.98051724,LowRisk-LowWage,7.67,31150,27699,"Reliable Depth: Solid contributors, good value.",62.5,61.11,25.74,22.22
250,Fulham FC,Steven Benda, GK , DEU ,520000,10000,25,371,2,46.38,185.5,60.502,HighRisk-LowWage,19.72,10986,8028,"Depth Option: Consider for backup option, injury risk a major factor.",2.08,0,21.88,11.11
251,Fulham FC,Rodrigo Muniz, F , BRA ,390000,7500,23,42,2,7,21,9.334782609,LowRisk-LowWage,7.27,7772,6955,"Reliable Depth: Solid contributors, good value.",61.11,83.33,8.33,5.56
252,Ipswich Town FC,Axel Tuanzebe, D , COD ,1040000,20000,26,566,6,62.89,94.33,41.99730769,HighRisk-LowWage,15.22,21522,16956,"Depth Option: Consider for backup option, injury risk a major factor.",3.5,0,16.08,100
253,Ipswich Town FC,George Hirst, F , GBR ,890000,17115,25,134,2,16.75,67,23.4695,MediumRisk-LowWage,10.71,18031,15282,"Value Rotation: Good balance, valuable backups.",21.11,12.5,18.89,93.75
254,Ipswich Town FC,Christian Walton, GK , GBR ,310000,5962,28,198,3,18,66,23.84285714,MediumRisk-LowWage,10.8,6283,5319,"Value Rotation: Good balance, valuable backups.",18.75,6.25,6.25,62.5
255,Ipswich Town FC,Harry Clarke, D , GBR ,260000,5000,23,111,2,18.5,55.5,20.83478261,MediumRisk-LowWage,10.07,5251,4497,"Value Rotation: Good balance, valuable backups.",29.37,18.75,3.15,43.75
256,Leicester City FC,Jamie Vardy, F , GBR ,7280000,140000,37,242,15,12.1,16.13,10.91966216,MediumRisk-HighWage,7.66,140000,129276,High Potential (Careful Management): Maximise value with strategic management,56.67,52.38,88.89,100
257,Leicester City FC,Harry Winks, M , GBR ,4680000,90000,28,470,10,42.73,47,25.37535714,MediumRisk-LowWage,11.17,95026,79947,"Value Rotation: Good balance, valuable backups.",18.38,14.29,72.06,95.24
258,Leicester City FC,Kelechi Iheanacho, F , NGA ,4160000,80000,27,17,3,1.7,5.67,4.586944444,LowRisk-LowWage,0,80000,80000,"Reliable Depth: Solid contributors, good value.",74.44,71.43,66.11,88.1
259,Leicester City FC,Ricardo Pereira, D , PRT ,4160000,80000,30,587,7,45.15,83.86,35.34583333,MediumRisk-LowWage,13.6,85440,69120,"Value Rotation: Good balance, valuable backups.",5.59,9.52,74.48,88.1
